Seller_ID,Product_Name,Courier_Category,Grand_Total,Delivered,Delivered_%,RTO,RTO_%
10729,Stamina Booster Triple Power Capsule & Stamina Booster Oil combo,Delhivery Surface LM,1,0.0,0%,0.0,0%
10729,Stamina Booster Triple Power Capsule & Stamina Booster Oil combo,Ekart SHB - 0.5kg LM,42,7.0,16%,0.0,0%
10729,Stamina Booster Triple Power Capsule & Stamina Booster Oil combo,Xpressbees Surface LM,6,1.0,16%,0.0,0%
10729,Stamina Booster Triple Power Capsule & Stamina Booster Spray & Stamina Booster Massage Oil,Ekart SHB - 0.5kg LM,2,0.0,0%,0.0,0%
10729,Stamina Booster Triple Power Capsule | Ayurvedic medicine to boost strength and stamina,Delhivery Surface LM,10,3.0,30%,1.0,10%
10789,Crystal Glow | 16 Color Changing Touch Lamp - 16 Color Changing,Xpressbees Surface LM,1,1.0,100%,0.0,0%
10808,SHUTTER X PLATE { FRONT + REAR },Delhivery Surface LM,24,7.0,29%,8.0,33%
10808,SHUTTER X PLATE { FRONT + REAR },Ekart SHB - 0.5kg LM,167,25.0,14%,0.0,0%
10808,SHUTTER X PLATE { FRONT + REAR },Xpressbees Surface LM,61,14.0,22%,0.0,0%
10819,Fountain  10 Head Sensor Ultrasonic LED Lights.,DTDC Surface LM,9,4.0,44%,0.0,0%
10819,Fountain  10 Head Sensor Ultrasonic LED Lights.,Delhivery Surface LM,33,6.0,18%,13.0,39%
10819,Fountain  10 Head Sensor Ultrasonic LED Lights.,Ekart SHB - 0.5kg LM,623,143.0,22%,0.0,0%
10819,Fountain  10 Head Sensor Ultrasonic LED Lights.,Xpressbees Surface LM,94,14.0,14%,1.0,1%
10819,Gorgeous Pure Organza Silk - Free Size,Ekart SHB - 0.5kg LM,9,0.0,0%,0.0,0%
10819,Premium Shoe Rack(7 year Warranty),Ekart SHL - 1kg LM,7,0.0,0%,0.0,0%
10819,Premium Shoe Rack(7 year Warranty),Xpressbees Surface LM,1,0.0,0%,0.0,0%
10843,ArcadeBoy™? ( Limited Time Offer ) - 64GB 15000 Games,Ekart SHB - 0.5kg LM,1,1.0,100%,0.0,0%
10843,Portable Cordless Pressure Washer ( 6 Months Warranty ),Ekart STO - 0.5kg LM,5,0.0,0%,0.0,0%
10889,Ultra Watch 2 + Airpods Pro Combo????,Bluedart LM,12,0.0,0%,0.0,0%
10889,Ultra Watch 2 + Airpods Pro Combo????,Delhivery Surface LM,1,0.0,0%,1.0,100%
10906,SpellMatch™?,Ekart SHB - 0.5kg LM,1,0.0,0%,0.0,0%
10924,Electric Spin Scrubber Electric Cleaning Brush Cordless Power Scrubber,Bluedart LM,5,1.0,20%,0.0,0%
10940,FocusBasic™: Baby Fall Protection Honeybee Backpack,Bluedart Air LM,1,1.0,100%,0.0,0%
10940,FocusBasic™: Mini USB Star Light Projector,Bluedart Air LM,9,1.0,11%,0.0,0%
10940,FocusBasic™: Mini USB Star Light Projector,Delhivery Surface LM,2,0.0,0%,2.0,100%
10940,FocusBasic™: Mini USB Star Light Projector,Ekart SHB - 0.5kg LM,13,4.0,30%,0.0,0%
10979,Brazilian Lucky Wood Plant | Indoor Lucky Plant - Pack of 1,Delhivery Surface LM,1,1.0,100%,0.0,0%
10979,Lumaire | 3D Crystal Lamp,Bluedart Air LM,1,0.0,0%,0.0,0%
10979,The Ultimate Fan Duster | Ceiling Fan & Home Cleaning Duster - Subject to Availability,Delhivery Surface LM,1,1.0,100%,0.0,0%
10993,2 in 1 Glass Oil Dispenser Bottle - Pack of 1,Xpressbees Surface LM,1,0.0,0%,0.0,0%
11007,Apple Watch Ultra 2 + Airpods 2nd Gen. COMBO,Bluedart LM,4,0.0,0%,0.0,0%
11025,Apple Watch Ultra 2 + Airpods 2nd Gen. COMBO,Ekart SHB - 0.5kg LM,9,1.0,11%,0.0,0%
11025,Apple Watch Ultra 2 + Airpods 2nd Gen. COMBO,Xpressbees Surface LM,1,0.0,0%,0.0,0%
11025,Wireless Bluetooth Airpods With Mic?,Delhivery Surface LM,1,0.0,0%,0.0,0%
11025,Wireless Bluetooth Airpods With Mic?,Ekart STO - 0.5kg LM,3,1.0,33%,0.0,0%
11063,Acusox? Acupressure Socks With Tool (2 Socks + 1 Stick),Ekart SHB - 0.5kg LM,1,0.0,0%,0.0,0%
11063,Bee Venom Joint And Bone Therapy Cream BUY 1 GET 1 FREE,DTDC Surface LM,1,0.0,0%,0.0,0%
11063,Bee Venom Joint And Bone Therapy Cream BUY 1 GET 1 FREE,Delhivery Surface LM,54,10.0,18%,26.0,48%
11063,Bee Venom Joint And Bone Therapy Cream BUY 1 GET 1 FREE,Ekart SHB - 0.5kg LM,1567,340.0,21%,0.0,0%
11063,Bee Venom Joint And Bone Therapy Cream BUY 1 GET 1 FREE,Xpressbees Surface LM,151,28.0,18%,0.0,0%
11063,DazzleDry™ - Kitchen Drying Mat - Black Grey / 40 X 120 cm,Ekart SHB - 0.5kg LM,7,5.0,71%,0.0,0%
11063,Wireless Video Doorbell With Camera,Bluedart LM,2,0.0,0%,0.0,0%
11111,Windshield Glass Oil Film Cleaner ????,Bluedart LM,2,0.0,0%,0.0,0%
11111,Windshield Glass Oil Film Cleaner ????,Ekart SHB - 0.5kg LM,1,0.0,0%,0.0,0%
11115,Cosmograph Daytona 116506 Series,Xpressbees Surface LM,1,0.0,0%,0.0,0%
11115,LOTUS SHOP SHOE ORGANISER WITH 5-YEAR WARRANTY,DTDC Surface LM,4,0.0,0%,0.0,0%
11115,LOTUS SHOP SHOE ORGANISER WITH 5-YEAR WARRANTY,Delhivery Surface LM,12,1.0,8%,6.0,50%
11115,LOTUS SHOP SHOE ORGANISER WITH 5-YEAR WARRANTY,Ekart SHL - 1kg LM,151,26.0,17%,1.0,0%
11115,LOTUS SHOP SHOE ORGANISER WITH 5-YEAR WARRANTY,Xpressbees Surface LM,30,4.0,13%,0.0,0%
11176,Crystal Diamond Table Lamp | Touch & Remote Control in 16 Colors,Ekart SHB - 0.5kg LM,1,0.0,0%,0.0,0%
11176,Micro Mop | Portable Mini Mop,Ekart SHB - 0.5kg LM,1,1.0,100%,0.0,0%
11210,Automatic Smart Teasing Pet Ball - Interactive Dog Toy for Endless Fun ????,Bluedart Air LM,1,1.0,100%,0.0,0%
11212,Electric Lighter with  USB Charging - Pack of 1,Delhivery Surface LM,2,0.0,0%,1.0,50%
11212,Electric Lighter with  USB Charging - Pack of 1,Ekart SHB - 0.5kg LM,4,1.0,25%,0.0,0%
11264,USB Plasma Rechargeable Electric Lighter,Delhivery Surface LM,2,0.0,0%,0.0,0%
11264,USB Plasma Rechargeable Electric Lighter,Ekart SHB - 0.5kg LM,2,0.0,0%,0.0,0%
11328,3D Galaxy Crystal Ball Night Light,Bluedart Air LM,1,1.0,100%,0.0,0%
11388,AuraGlow™ - Electric Makeup Brush Cleaner,Bluedart LM,1,0.0,0%,0.0,0%
Grand_Total,,,15907,3838.0,24%,1520.0,9%
